customer_city,customer_state,merge_id,seller_city,seller_state,product_category_name,product_weight_g,product_height_cm,product_width_cm
botelhos,MG,73,araguari,MG,construcao_ferramentas_construcao,4800.0,8.0,25.0
sao goncalo,RJ,74,contagem,MG,pet_shop,700.0,20.0,20.0
sao paulo,SP,75,jaragua do sul,SC,beleza_saude,1050.0,21.0,27.0
sao paulo,SP,76,ibitinga,SP,eletroportateis,350.0,20.0,20.0
araucaria,PR,77,sao bernardo do campo,SP,perfumaria,422.0,16.0,18.0
sao vicente,SP,78,lages - sc,SC,relogios_presentes,317.0,13.0,16.0
nova iguacu,RJ,79,bento goncalves,RS,agro_industria_e_comercio,16400.0,66.0,56.0
sao paulo,SP,80,catanduva,SP,beleza_saude,938.0,22.0,23.0
areia branca,RN,81,ribeirao pires,SP,beleza_saude,2700.0,16.0,31.0
sao paulo,SP,82,sao paulo,SP,cama_mesa_banho,1750.0,18.0,30.0
campos dos goytacazes,RJ,83,jaboticabal,SP,ferramentas_jardim,3850.0,12.0,24.0
sao carlos,SP,84,echapora,SP,perfumaria,267.0,13.0,17.0
sao paulo,SP,85,cotia,SP,instrumentos_musicais,16200.0,40.0,40.0
itajuba,MG,86,rio do sul,SC,cama_mesa_banho,1400.0,9.0,27.0
porto alegre,RS,87,sao paulo,SP,cama_mesa_banho,6450.0,10.0,11.0
sao bernardo do campo,SP,88,sorocaba,SP,moveis_decoracao,2300.0,3.0,70.0
salto,SP,89,rio de janeiro,RJ,informatica_acessorios,300.0,8.0,18.0
cruz das almas,BA,90,pradopolis,SP,esporte_lazer,600.0,10.0,12.0
vassouras,RJ,91,rio de janeiro,RJ,beleza_saude,3600.0,20.0,20.0
feira de santana,BA,92,sao paulo,SP,beleza_saude,150.0,24.0,33.0
sao paulo,SP,93,itaborai,RJ,esporte_lazer,400.0,4.0,11.0
brasilia,DF,94,sao paulo,SP,telefonia,100.0,6.0,11.0
sao carlos,SP,95,mirassol,SP,moveis_decoracao,800.0,8.0,20.0
sao paulo,SP,96,santo andre,SP,automotivo,5250.0,19.0,23.0
sao paulo,SP,97,birigui,SP,automotivo,200.0,4.0,26.0
niteroi,RJ,98,sao paulo,SP,relogios_presentes,335.0,11.0,12.0
sao luis,MA,99,belo horizonte,MG,cama_mesa_banho,1300.0,12.0,12.0
sao paulo,SP,100,rio de janeiro,RJ,moveis_decoracao,150.0,2.0,25.0
sao paulo,SP,101,rio de janeiro,RJ,informatica_acessorios,367.0,4.0,11.0
jaragua do sul,SC,102,ibitinga,SP,relogios_presentes,250.0,2.0,11.0
sobral,CE,103,sao paulo,SP,moveis_decoracao,8500.0,25.0,55.0
divinopolis,MG,104,sao paulo,SP,bebes,2150.0,25.0,15.0
mogi das cruzes,SP,105,assis,SP,,650.0,14.0,12.0
brasilia,DF,106,jaguariuna,SP,esporte_lazer,150.0,5.0,11.0
sao paulo,SP,107,araraquara,SP,cama_mesa_banho,650.0,10.0,22.0
sao paulo,SP,108,macae,RJ,eletroportateis,2700.0,26.0,32.0
paraiba do sul,RJ,109,salto,SP,utilidades_domesticas,1200.0,22.0,16.0
paulista,PE,110,rio claro,SP,moveis_sala,6050.0,10.0,46.0
sao paulo,SP,111,londrina,PR,esporte_lazer,150.0,6.0,11.0
carapicuiba,SP,112,sao paulo,SP,casa_construcao,1050.0,20.0,16.0
sao paulo,SP,113,ribeirao preto,SP,pet_shop,1350.0,7.0,30.0
bom principio,RS,114,rio de janeiro,RN,utilidades_domesticas,600.0,6.0,19.0
sao paulo,SP,115,tres coracoes,MG,moveis_decoracao,1000.0,18.0,18.0
astolfo dutra,MG,116,sao paulo,SP,cama_mesa_banho,1550.0,8.0,33.0
curitiba,PR,117,nhandeara,SP,cama_mesa_banho,2700.0,13.0,35.0
belo horizonte,MG,118,ibitinga,SP,telefonia,200.0,5.0,11.0
marialva,PR,119,sao paulo,SP,malas_acessorios,800.0,8.0,28.0
sao paulo,SP,120,brasilia,DF,perfumaria,377.0,13.0,15.0
sao jose do rio preto,SP,121,barueri,SP,esporte_lazer,400.0,22.0,43.0
cabo frio,RJ,122,sao paulo,SP,sinalizacao_e_seguranca,450.0,5.0,16.0
contagem,MG,123,orleans,SC,climatizacao,2000.0,51.0,16.0
uberlandia,MG,124,brasilia,DF,fashion_bolsas_e_acessorios,300.0,2.0,11.0
cafeara,PR,125,sao paulo,SP,moveis_decoracao,250.0,14.0,14.0
porto alegre,RS,126,sao paulo,SP,esporte_lazer,1950.0,15.0,15.0
sao joaquim da barra,SP,127,cuiaba,MT,telefonia,500.0,15.0,11.0
foz do iguacu,PR,128,sao carlos,SP,,300.0,7.0,20.0
belo horizonte,MG,129,sao paulo,SP,artes,7900.0,15.0,70.0
sao bernardo do campo,SP,130,sao paulo,SP,cama_mesa_banho,1800.0,9.0,34.0
sao goncalo,RJ,131,rio de janeiro,RJ,ferramentas_jardim,900.0,3.0,23.0
suzano,SP,132,formosa do oeste,PR,fashion_bolsas_e_acessorios,200.0,2.0,11.0
guarulhos,SP,133,rio de janeiro,RJ,bebes,4500.0,70.0,28.0
timbo,SC,134,santos,SP,consoles_games,250.0,7.0,15.0
camboriu,SC,135,sao paulo,SP,utilidades_domesticas,550.0,25.0,12.0
nova bassano,RS,136,santa terezinha de goias,GO,malas_acessorios,1100.0,12.0,28.0
rio grande,RS,137,curitiba,PR,cama_mesa_banho,3600.0,20.0,40.0
brasilia,DF,138,sao paulo,SP,consoles_games,100.0,3.0,11.0
braganca paulista,SP,139,arvorezinha,RS,esporte_lazer,150.0,18.0,16.0
barra do garcas,MT,140,sao paulo,SP,esporte_lazer,3775.0,13.0,16.0
sao paulo,SP,141,ribeirao preto,SP,cool_stuff,1400.0,20.0,20.0
embu,SP,142,guiricema,MG,consoles_games,900.0,7.0,18.0
sao bernardo do campo,SP,143,caxias do sul,RS,relogios_presentes,250.0,12.0,20.0
brasilia,DF,144,caruaru,PE,brinquedos,350.0,9.0,16.0
urussanga,SC,145,curitiba,PR,,200.0,20.0,20.0
silvianopolis,MG,146,franca,SP,bebes,1800.0,32.0,27.0
sao paulo,SP,147,curitiba,PR,moveis_sala,5050.0,8.0,50.0
gameleiras,MG,148,salvador,BA,automotivo,27100.0,50.0,50.0
belem,PA,149,diadema,SP,eletrodomesticos,1500.0,8.0,38.0
pocos de caldas,MG,150,itaquaquecetuba,SP,relogios_presentes,500.0,11.0,11.0
contagem,MG,151,lencois paulista,SP,cama_mesa_banho,350.0,10.0,16.0
santos,SP,152,guarulhos,SP,automotivo,500.0,12.0,17.0
piracaia,SP,153,carapicuiba,SP,esporte_lazer,1000.0,20.0,20.0
rio de janeiro,RJ,154,uruacu,GO,,18500.0,30.0,41.0
santos,SP,155,itajai,SC,brinquedos,300.0,11.0,24.0
sinop,MT,156,sao paulo,SP,beleza_saude,250.0,2.0,20.0
guaruja,SP,157,sao paulo,SP,beleza_saude,10700.0,40.0,40.0
barueri,SP,158,sao paulo,SP,utilidades_domesticas,1700.0,21.0,22.0
sao paulo,SP,159,curitiba,PR,ferramentas_jardim,7700.0,28.0,25.0
feliz,RS,160,loanda,PR,esporte_lazer,5200.0,60.0,35.0
sao paulo,SP,161,sao paulo,SP,telefonia,125.0,10.0,14.0
belo horizonte,MG,162,sao paulo,SP,moveis_escritorio,15700.0,28.0,58.0
jambeiro,SP,163,sao paulo,SP,relogios_presentes,350.0,11.0,11.0
sao jose do rio preto,SP,164,maringa,PR,esporte_lazer,213.0,10.0,13.0
ipatinga,MG,165,sao paulo,SP,fashion_bolsas_e_acessorios,150.0,11.0,11.0
tupa,SP,166,sao paulo,SP,automotivo,18200.0,15.0,15.0
sao paulo,SP,167,belo horizonte,MG,utilidades_domesticas,850.0,21.0,15.0
brasilia,DF,168,ferraz de vasconcelos,SP,casa_construcao,1050.0,20.0,16.0
blumenau,SC,169,sao paulo,SP,fashion_bolsas_e_acessorios,200.0,9.0,11.0
moncoes,SP,170,limeira,SP,utilidades_domesticas,300.0,15.0,11.0
rio de janeiro,RJ,171,santos,SP,informatica_acessorios,200.0,9.0,13.0
sao paulo,SP,172,barueri,SP,esporte_lazer,800.0,25.0,25.0
balneario camboriu,SC,173,sao paulo,SP,papelaria,200.0,7.0,14.0
rio de janeiro,RJ,174,claudio,MG,esporte_lazer,698.0,10.0,14.0
sao paulo,SP,175,ribeirao preto,SP,telefonia,350.0,4.0,12.0
vargem grande,MA,176,niteroi,RJ,livros_interesse_geral,1000.0,5.0,17.0
rio brilhante,MS,177,osvaldo cruz,SP,informatica_acessorios,783.0,13.0,28.0
eugenopolis,MG,178,carapicuiba,SP,perfumaria,600.0,20.0,20.0
belem,PA,179,osasco,SP,brinquedos,11650.0,30.0,30.0
sao jose do rio preto,SP,180,sao goncalo,RJ,construcao_ferramentas_ferramentas,400.0,2.0,11.0
paulinia,SP,181,jaciara,MT,brinquedos,3050.0,10.0,40.0
sao paulo,SP,182,balenario camboriu,SC,telefonia,100.0,3.0,11.0
jundiai,SP,183,sao paulo,SP,ferramentas_jardim,16500.0,25.0,26.0
sao paulo,SP,184,timbo,SC,utilidades_domesticas,750.0,14.0,24.0
santo andre,SP,185,ribeirao preto,SP,fashion_underwear_e_moda_praia,250.0,4.0,20.0
sao jose dos campos,SP,186,sao paulo,SP,malas_acessorios,2300.0,14.0,20.0
rio de janeiro,RJ,187,jacutinga,RS,eletronicos,1350.0,12.0,26.0
campinas,SP,188,fortaleza,CE,utilidades_domesticas,530.0,20.0,20.0
belo horizonte,MG,189,guarulhos,SP,automotivo,1300.0,20.0,20.0
apucarana,PR,190,guarulhos,SP,fashion_calcados,4000.0,14.0,36.0
recife,PE,191,ferraz de  vasconcelos,SP,esporte_lazer,8150.0,20.0,20.0
osasco,SP,192,mirandopolis,SP,construcao_ferramentas_construcao,2200.0,2.0,11.0
valinhos,SP,193,joinville,SC,beleza_saude,1150.0,25.0,20.0
santo andre,SP,194,belo horizonte,MG,relogios_presentes,200.0,2.0,11.0
manaus,AM,195,bauru,SP,moveis_decoracao,400.0,20.0,16.0
cidreira,RS,196,jacarei,SP,moveis_decoracao,600.0,12.0,23.0
rio de janeiro,RJ,197,itu,SP,,300.0,7.0,12.0
santiago,RS,198,laranjeiras do sul,SP,cama_mesa_banho,1200.0,10.0,16.0
sao paulo,SP,199,sao paulo,SP,cool_stuff,10664.0,63.0,35.0
sao sepe,RS,200,videira,SC,utilidades_domesticas,1800.0,12.0,36.0
alta floresta,MT,201,florianopolis,SC,esporte_lazer,500.0,2.0,11.0
guarulhos,SP,202,itapecerica da serra,SP,papelaria,258.0,12.0,19.0
jaboatao dos guararapes,PE,203,mamanguape,PB,papelaria,1400.0,44.0,37.0
sao paulo,SP,204,sao paulo,SP,brinquedos,400.0,7.0,35.0
ibatiba,ES,205,ponte nova,MG,climatizacao,1300.0,10.0,30.0
hortolandia,SP,206,goioere,SP,cama_mesa_banho,1000.0,10.0,25.0
sao paulo,SP,207,pederneiras,SP,pet_shop,1300.0,10.0,18.0
cotia,SP,208,itapevi,SP,brinquedos,3305.0,36.0,19.0
macae,RJ,209,goiania,GO,bebes,6000.0,15.0,50.0
saudades,SC,210,sao paulo,SP,informatica_acessorios,300.0,5.0,25.0
rio de janeiro,RJ,211,rio de janeiro,RJ,cama_mesa_banho,250.0,2.0,15.0
macapa,AP,212,sao paulo,SP,perfumaria,400.0,11.0,11.0
salto de pirapora,SP,213,sao paulo,SP,eletronicos,250.0,10.0,30.0
taboao da serra,SP,214,caxias do sul,RS,brinquedos,1250.0,19.0,22.0
bom jesus,GO,215,sao bernardo do campo,SP,fashion_roupa_masculina,950.0,6.0,40.0
caxias do sul,RS,216,campina grande,PB,pet_shop,2000.0,34.0,17.0
uberlandia,MG,217,estancia velha,RS,bebes,13575.0,81.0,44.0
santa cruz do rio pardo,SP,218,resende,RJ,beleza_saude,667.0,16.0,16.0
diadema,SP,219,jaragua do sul,SC,relogios_presentes,267.0,11.0,12.0
santa ines,BA,220,sao paulo,SP,cama_mesa_banho,1750.0,20.0,40.0
rio de janeiro,RJ,221,sao paulo,SP,beleza_saude,150.0,12.0,11.0
serrinha,BA,222,rio de janeiro,RJ,brinquedos,10550.0,7.0,45.0
votorantim,SP,223,sao paulo,SP,utilidades_domesticas,1725.0,35.0,16.0
hortolandia,SP,224,sao paulo,SP,malas_acessorios,700.0,10.0,31.0
itatiaia,RJ,225,florianopolis,SC,esporte_lazer,400.0,16.0,16.0
duque de caxias,RJ,226,sorocaba,SP,papelaria,300.0,10.0,20.0
varre-sai,RJ,227,sao paulo,SP,casa_construcao,5850.0,25.0,25.0
rio de janeiro,RJ,228,ribeirao preto,SP,relogios_presentes,267.0,11.0,13.0
caxias do sul,RS,229,sorocaba,SP,cama_mesa_banho,1500.0,12.0,25.0
rio de janeiro,RJ,230,maua,SP,cool_stuff,400.0,16.0,14.0
vila velha,ES,231,bauru,SP,esporte_lazer,1300.0,32.0,31.0
campinas,SP,232,bauru,SP,utilidades_domesticas,400.0,10.0,14.0
mangaratiba,RJ,233,belo horizonte,MG,artes,150.0,2.0,19.0
atibaia,SP,234,salto,SP,beleza_saude,650.0,13.0,14.0
sao paulo,SP,235,goiania,GO,consoles_games,706.0,8.0,38.0
salvador,BA,236,caratinga,MG,fashion_bolsas_e_acessorios,300.0,10.0,25.0
maceio,AL,237,auriflama/sp,SP,cama_mesa_banho,4850.0,5.0,50.0
porto alegre,RS,238,rio de janeiro,RJ,automotivo,825.0,24.0,15.0
rio de janeiro,RJ,239,franca,SP,informatica_acessorios,600.0,3.0,15.0
birigui,SP,240,cafelandia,SP,esporte_lazer,700.0,9.0,11.0
franca,SP,241,sao paulo,SP,moveis_decoracao,300.0,10.0,27.0
petropolis,RJ,242,ribeirao preto,SP,utilidades_domesticas,1270.0,14.0,17.0
niteroi,RJ,243,sao ludgero,SC,construcao_ferramentas_ferramentas,450.0,2.0,11.0
porto alegre,RS,244,uba,MG,,2200.0,2.0,11.0
sao pedro,SP,245,sao bernardo do campo,SP,eletrodomesticos,150.0,8.0,13.0
jaguariaiva,PR,246,sao paulo / sao paulo,SP,ferramentas_jardim,200.0,3.0,11.0
rio de janeiro,RJ,247,ibitinga,SP,moveis_cozinha_area_de_servico_jantar_e_jardim,10893.0,88.0,44.0
franco da rocha,SP,248,maringa,PR,utilidades_domesticas,1800.0,7.0,20.0
sao paulo,SP,249,sao jose do rio preto,SP,brinquedos,1220.0,33.0,22.0
brasilia,DF,250,campinas,SP,beleza_saude,360.0,19.0,22.0
cacapava,SP,251,rio de janeiro,RJ,eletronicos,175.0,11.0,15.0
jundiai,SP,252,porto ferreira,SP,pet_shop,1900.0,13.0,70.0
salvador,BA,253,tres coroas,RS,esporte_lazer,250.0,20.0,20.0
pindamonhangaba,SP,254,santo andre,SP,bebes,6950.0,11.0,50.0
irati,PR,255,blumenau,SC,utilidades_domesticas,1100.0,5.0,40.0
ribeira,SP,256,santo andre,SP,bebes,300.0,7.0,24.0
ipatinga,MG,257,santo andre,SP,moveis_escritorio,16500.0,28.0,58.0
sao paulo,SP,258,sao paulo,SP,malas_acessorios,300.0,23.0,19.0
barbacena,MG,259,sao paulo,SP,eletronicos,1836.0,6.0,24.0
limoeiro,PE,260,sao paulo,SP,beleza_saude,175.0,22.0,16.0
espigao do oeste,RO,261,blumenau,SC,brinquedos,675.0,24.0,21.0
belford roxo,RJ,262,mogi das cruzes,SP,esporte_lazer,200.0,5.0,20.0
sao jose dos campos,SP,263,santos,SP,industria_comercio_e_negocios,1200.0,20.0,30.0
brasilia,DF,264,osasco,SP,informatica_acessorios,200.0,2.0,30.0
coronel fabriciano,MG,265,jaci,SP,moveis_escritorio,16100.0,61.0,24.0
diadema,SP,266,claudio,MG,telefonia,117.0,4.0,12.0
brasilia,DF,267,goiania,GO,telefonia_fixa,455.0,18.0,27.0
brasilia,DF,268,laranjal paulista,SP,cama_mesa_banho,550.0,10.0,16.0
itanhaem,SP,269,sorocaba,SP,fashion_calcados,750.0,12.0,33.0
goiania,GO,270,sao paulo,SP,cool_stuff,586.0,11.0,13.0
bebedouro,SP,271,americana,SP,construcao_ferramentas_iluminacao,540.0,27.0,16.0
americana,SP,272,sao paulo,SP,esporte_lazer,3700.0,20.0,20.0
salvador,BA,273,sao paulo,SP,utilidades_domesticas,3150.0,17.0,30.0
uba,MG,274,rio de janeiro,RJ,cama_mesa_banho,2100.0,27.0,40.0
arapongas,PR,275,sertanopolis,SP,construcao_ferramentas_seguranca,314.0,19.0,18.0
vinhedo,SP,276,ibitinga,SP,cama_mesa_banho,550.0,15.0,23.0
itajai,SC,277,apucarana,PR,automotivo,13825.0,35.0,49.0
dourados,MS,278,sao jose do rio preto,SP,cama_mesa_banho,850.0,6.0,50.0
bauru,SP,279,rio de janeiro,RJ,bebes,250.0,4.0,13.0
pradopolis,SP,280,maringa,PR,brinquedos,400.0,20.0,20.0
sao paulo,SP,281,sao paulo,SP,perfumaria,400.0,20.0,15.0
aripuana,MT,282,guarulhos,SP,consoles_games,200.0,2.0,16.0
braganca paulista,SP,283,penapolis,SP,automotivo,250.0,20.0,20.0
sao paulo,SP,284,niteroi,RJ,informatica_acessorios,1950.0,11.0,12.0
guaratinga,BA,285,joinville,SC,moveis_decoracao,300.0,10.0,25.0
sao paulo,SP,286,colombo,PR,relogios_presentes,1050.0,45.0,11.0
ponta pora,MS,287,vicente de carvalho,SP,automotivo,400.0,7.0,11.0
aracatuba,SP,288,mesquita,RJ,instrumentos_musicais,1000.0,9.0,22.0
volta redonda,RJ,289,londrina,PR,esporte_lazer,150.0,16.0,11.0
maringa,PR,290,sao pauo,SP,beleza_saude,700.0,16.0,16.0
guarulhos,SP,291,florianopolis,SC,consoles_games,450.0,7.0,17.0
sao paulo,SP,292,belo horizonte,MG,beleza_saude,2000.0,12.0,16.0
sao paulo,SP,293,sao paulo,SP,construcao_ferramentas_construcao,21400.0,20.0,20.0
araraquara,SP,294,cascavel,PR,,300.0,7.0,11.0
matipo,MG,295,fazenda rio grande,PR,informatica_acessorios,188.0,16.0,15.0
niteroi,RJ,296,sao paulo,SP,moveis_decoracao,300.0,30.0,20.0
barbacena,MG,297,taboao da serra,SP,fashion_bolsas_e_acessorios,13600.0,60.0,40.0
porto alegre,RS,298,sao paulo,SP,moveis_decoracao,800.0,25.0,25.0
santo antonio da patrulha,RS,299,rio de janeiro,RJ,,300.0,8.0,14.0
sao paulo,SP,300,curitiba,PR,moveis_decoracao,1400.0,12.0,12.0
porto alegre,RS,301,sao paulo,SP,relogios_presentes,650.0,11.0,12.0
barra mansa,RJ,302,sao jose dos campos,SP,construcao_ferramentas_construcao,600.0,17.0,17.0
fortaleza,CE,303,guarulhos,SP,moveis_decoracao,3000.0,11.0,11.0
diamantina,MG,304,sao paulo,SP,malas_acessorios,950.0,10.0,33.0
belo horizonte,MG,305,toledo,PR,moveis_decoracao,17400.0,35.0,42.0
brasilia,DF,306,curitiba,PR,fashion_roupa_masculina,300.0,2.0,11.0
maringa,PR,307,sao jose do rio preto,SP,informatica_acessorios,700.0,20.0,20.0
salvador,BA,308,sao paulo,SP,pet_shop,625.0,16.0,17.0
sao paulo,SP,309,bauru,SP,ferramentas_jardim,3250.0,14.0,22.0
macae,RJ,310,santos,SP,fashion_calcados,1500.0,12.0,33.0
sao paulo,SP,311,marechal candido rondon,SP,cama_mesa_banho,250.0,3.0,23.0
mairinque,SP,312,curitiba,PR,ferramentas_jardim,425.0,6.0,12.0
belo horizonte,MG,313,mogi das cruzes,SP,climatizacao,150.0,8.0,13.0
capitao leonidas marques,PR,314,porto alegre,RS,moveis_decoracao,350.0,8.0,13.0
rio de janeiro,RJ,315,sao jose dos campos,SP,fashion_calcados,300.0,7.0,16.0
sao sebastiao do paraiso,MG,316,osasco,SP,telefonia,100.0,3.0,11.0
rio de janeiro,RJ,317,jundiai,SP,automotivo,550.0,21.0,18.0
petropolis,RJ,318,mandirituba,PR,automotivo,250.0,27.0,15.0
sao paulo,SP,319,sao paulo,SP,automotivo,1000.0,40.0,20.0
sao paulo,SP,320,suzano,SP,utilidades_domesticas,14850.0,102.0,35.0
sao paulo,SP,321,vespasiano,MG,bebes,850.0,25.0,15.0
piracicaba,SP,322,curitiba,PR,consoles_games,1850.0,14.0,19.0
belford roxo,RJ,323,rio de janeiro,RJ,fashion_bolsas_e_acessorios,300.0,2.0,11.0
brasilia,DF,324,blumenau,SC,telefonia,200.0,4.0,11.0
goiania,GO,325,sao paulo,SP,beleza_saude,150.0,3.0,15.0
rosario do sul,RS,326,santa rosa,RS,esporte_lazer,900.0,16.0,16.0
itaguai,RJ,327,sao jose do rio preto,SP,ferramentas_jardim,1900.0,19.0,19.0
sao paulo,SP,328,sao joaquim da barra,SP,cama_mesa_banho,1450.0,10.0,15.0
guaruja,SP,329,sao paulo,SP,livros_tecnicos,1100.0,3.0,21.0
paraopeba,MG,330,curitiba,PR,esporte_lazer,200.0,11.0,11.0
santo andre,SP,331,santo antonio de posse,SP,esporte_lazer,12600.0,10.0,20.0
campinas,SP,332,sao paulo,SP,beleza_saude,1450.0,25.0,16.0
sao paulo,SP,333,uruguaiana,RS,cool_stuff,800.0,25.0,15.0
rio de janeiro,RJ,334,curitiba,PR,perfumaria,1300.0,14.0,14.0
belo horizonte,MG,335,cotia,SP,beleza_saude,150.0,3.0,15.0
guarapuava,PR,336,limeira,SP,eletronicos,200.0,20.0,20.0
crisolita,MG,337,campanha,MG,ferramentas_jardim,11450.0,43.0,35.0
pirai,RJ,338,ibitinga,SP,moveis_decoracao,2200.0,20.0,20.0
maceio,AL,339,sao paulo,SP,eletrodomesticos_2,13200.0,19.0,67.0
linhares,ES,340,piracanjuba,GO,fashion_bolsas_e_acessorios,200.0,2.0,11.0
agudos,SP,341,sao paulo,SP,consoles_games,150.0,11.0,11.0
